  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   163,    P-2466,   2024/08/28 09:43:25,           1-04,      33,       -15.488,       -23.124,       -48.813,        -3.256,         19361,       0,    1,                                     M10,                                     SPY,                 H2O, 1724838480.39,         0.190,         0.155,         0.303,         0.140,        92.761,        -0.000,        -0.000,         1.490,       104.308,        12.160,         2.685,       134.814,         1.024,         1.196,        0.0000,        0.0000,    1,        44.500,         1,       4,       2,20kPPM_O17_Single_Stroke,       0,       1
   164,    P-2466,   2024/08/28 09:52:40,           1-04,      34,       -15.447,       -23.078,       -48.795,        -3.240,         19363,       0,    1,                                     M10,                                     SPY,                 H2O, 1724839035.22,         0.244,         0.184,         0.307,         0.173,        96.459,        -0.000,        -0.000,         1.534,       104.266,        12.218,         2.684,       134.847,         1.023,         1.287,       -0.0000,        0.0000,    1,        44.438,         1,       4,       2,20kPPM_O17_Single_Stroke,       0,       1
   165,    P-2466,   2024/08/28 10:01:55,           1-04,      35,       -15.478,       -23.108,       -48.766,        -3.255,         19385,       0,    1,                                     M10,                                     SPY,                 H2O, 1724839590.74,         0.228,         0.175,         0.310,         0.161,        95.399,        -0.000,         0.001,         1.522,       104.389,        12.211,         2.691,       135.218,         1.024,         1.330,       -0.0000,        0.0000,    1,        44.438,         1,       4,       2,20kPPM_O17_Single_Stroke,       0,       1
   166,    P-2466,   2024/08/28 10:11:11,           1-04,      36,       -15.485,       -23.127,       -48.820,        -3.251,         19366,       0,    1,                                     M10,                                     SPY,                 H2O, 1724840145.76,         0.220,         0.160,         0.304,         0.159,        92.835,         0.000,         0.001,         1.494,       104.268,        12.195,         2.693,       135.161,         1.025,         1.342,       -0.0000,       -0.0000,    1,        44.438,         1,       4,       2,20kPPM_O17_Single_Stroke,       0,       1
   167,    P-2466,   2024/08/28 10:20:27,           1-04,      37,       -15.430,       -23.057,       -48.768,        -3.233,         19382,       0,    1,                                     M10,                                     SPY,                 H2O, 1724840702.28,         0.222,         0.178,         0.317,         0.155,        96.007,        -0.001,         0.001,         1.536,       104.458,        12.074,         2.684,       135.027,         1.026,         1.225,       -0.0000,        0.0000,    1,        44.375,         1,       4,       2,20kPPM_O17_Single_Stroke,       0,       1
   168,    P-2466,   2024/08/28 10:29:43,           1-04,      38,       -15.434,       -23.060,       -48.795,        -3.237,         19333,       0,    1,                                     M10,                                     SPY,                 H2O, 1724841257.80,         0.231,         0.174,         0.332,         0.168,        93.803,         0.000,        -0.000,         1.500,       104.203,        12.111,         2.669,       134.427,         1.025,         1.192,       -0.0000,        0.0000,    1,        44.500,         1,       4,       2,20kPPM_O17_Single_Stroke,       0,       1
   169,    P-2466,   2024/08/28 10:38:58,           1-04,      39,       -15.467,       -23.107,       -48.857,        -3.245,         19390,       0,    1,                                     M10,                                     SPY,                 H2O, 1724841812.81,         0.240,         0.173,         0.342,         0.177,        91.857,         0.000,         0.000,         1.477,       104.479,        12.222,         2.686,       134.814,         1.025,         1.207,       -0.0000,       -0.0000,    1,        44.500,         1,       4,       2,20kPPM_O17_Single_Stroke,       0,       1
   170,    P-2466,   2024/08/28 10:48:12,           1-04,      40,       -15.469,       -23.075,       -48.712,        -3.263,         19385,       0,    1,                                     M10,                                     SPY,                 H2O, 1724842362.88,         0.235,         0.175,         0.329,         0.173,        93.284,        -0.000,         0.002,         1.546,       104.441,        12.040,         2.701,       135.288,         1.024,         1.298,       -0.0000,        0.0000,    1,        44.500,         1,       4,       2,20kPPM_O17_Single_Stroke,       0,       1
   171,    P-2467,   2024/08/28 10:57:28,           1-05,       1,       -15.892,       -23.949,       -57.624,        -3.221,         19483,      -1,    1,                                   OH_35,                                  SAMPLE,                 H2O, 1724842918.57,         0.241,         0.177,         0.331,         0.173,        93.652,         0.000,         0.000,         1.560,       104.946,        12.198,         2.713,       136.194,         1.024,         1.378,        0.0000,       -0.0000,    1,        44.500,         1,       5,       2,20kPPM_O17_Single_Stroke,       0,       1
   172,    P-2467,   2024/08/28 11:06:43,           1-05,       2,       -15.945,       -23.944,       -57.825,        -3.278,         19804,      -1,    1,                                   OH_35,                                  SAMPLE,                 H2O, 1724843477.79,         0.208,         0.170,         0.290,         0.145,        94.394,        -0.000,        -0.000,         1.511,       106.851,        12.241,         2.767,       138.052,         1.027,         1.376,        0.0000,        0.0001,    1,        44.500,         1,       5,       2,20kPPM_O17_Single_Stroke,       0,       1
   173,    P-2467,   2024/08/28 11:15:58,           1-05,       3,       -15.910,       -23.970,       -58.088,        -3.227,         19529,      -1,    1,                                   OH_35,                                  SAMPLE,                 H2O, 1724844033.51,         0.232,         0.175,         0.303,         0.169,        94.149,        -0.000,        -0.000,         1.516,       105.213,        12.415,         2.701,       135.920,         1.026,         1.271,       -0.0000,       -0.0000,    1,        44.500,         1,       5,       2,20kPPM_O17_Single_Stroke,       0,       1
   174,    P-2467,   2024/08/28 11:25:13,           1-05,       4,       -15.903,       -23.959,       -58.051,        -3.227,         19508,       0,    1,                                   OH_35,                                  SAMPLE,                 H2O, 1724844588.52,         0.223,         0.172,         0.325,         0.164,        94.728,        -0.000,        -0.001,         1.518,       105.103,        12.335,         2.702,       135.726,         1.025,         1.275,        0.0000,       -0.0000,    1,        44.500,         1,       5,       2,20kPPM_O17_Single_Stroke,       0,       1
   175,    P-2467,   2024/08/28 11:34:29,           1-05,       5,       -15.887,       -23.907,       -58.031,        -3.238,         19712,       0,    1,                                   OH_35,                                  SAMPLE,                 H2O, 1724845143.50,         0.236,         0.188,         0.334,         0.162,        96.162,         0.000,         0.002,         1.522,       106.334,        12.428,         2.719,       136.757,         1.027,         1.210,       -0.0000,        0.0000,    1,        44.438,         1,       5,       2,20kPPM_O17_Single_Stroke,       0,       1
